no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,11,25,Online,0,0,0,90,0,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,173,2019,7,18,Online,0,0,0,98.1,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65,0,Not_Canceled
3,0,0,4,Meal Plan 1,1,Room_Type 4,62,2018,7,26,Online,0,0,0,146.7,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,274,2019,7,12,Online,0,0,0,15,2,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,16,2019,5,10,Corporate,1,1,17,104,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,96,2018,6,29,Online,0,0,0,118.8,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,37,2018,2,22,Online,0,0,0,69.9,0,Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,39,2019,8,24,Online,0,0,0,194.6,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,9,18,Offline,0,0,0,85.5,0,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,3,23,Online,0,0,0,169,3,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 1,101,2019,5,19,Online,0,0,0,144,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,95,2019,4,20,Online,0,0,0,136.8,0,Not_Canceled
1,0,1,1,Not Selected,0,Room_Type 1,3,2019,4,10,Online,0,0,0,150,1,Not_Canceled
2,0,1,2,Meal Plan 1,1,Room_Type 1,43,2018,7,1,Online,0,0,0,126.9,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,38,2018,8,4,Offline,0,0,0,85,0,Not_Canceled
3,0,0,2,Meal Plan 2,0,Room_Type 5,143,2019,7,7,Online,0,0,0,177.3,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,9,2017,9,7,Online,0,0,0,114.5,2,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,166,2019,7,8,Online,0,0,0,121.68,1,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,155,2019,4,17,Online,0,0,0,117,2,Canceled
1,1,1,1,Not Selected,0,Room_Type 1,37,2019,4,1,Online,0,0,0,120,1,Not_Canceled
1,0,2,2,Not Selected,0,Room_Type 1,32,2017,9,18,Online,0,0,0,141.53,2,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,0,2019,2,26,Online,0,0,0,98,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,3,2019,3,14,Online,0,0,0,128,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,3,23,Online,0,0,0,88.7,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,115,2017,9,10,Online,0,0,0,89.25,0,Not_Canceled
3,1,1,4,Meal Plan 1,0,Room_Type 7,134,2019,2,27,Online,0,0,0,152.76,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2017,8,3,Complementary,0,0,0,0,0,Not_Canceled
2,0,4,8,Meal Plan 1,0,Room_Type 1,265,2019,6,24,Online,0,0,0,112.87,2,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,99,2018,11,7,Online,0,0,0,161.1,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,22,2018,2,19,Online,0,0,0,81,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,1,2019,6,11,Online,0,0,0,128,1,Not_Canceled
2,0,2,6,Not Selected,0,Room_Type 1,69,2019,7,29,Online,0,0,0,126,2,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,8,2018,4,16,Online,0,0,0,144.5,1,Not_Canceled
1,0,2,3,Not Selected,0,Room_Type 1,81,2018,7,3,Online,0,0,0,103.5,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,84,2019,6,12,Offline,0,0,0,89.1,0,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,81,2018,10,21,Online,0,0,0,135,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,58,2018,10,31,Online,0,0,0,102.15,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,124,2019,5,30,Online,0,0,0,177,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,145,2019,1,28,Online,0,0,0,93.6,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,137,2019,7,22,Online,0,0,0,139.5,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,10,13,Complementary,0,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,79,2018,12,22,Online,0,0,0,86.4,1,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,57,2017,9,19,Online,0,0,0,66.53,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,105,2019,5,19,Online,0,0,0,160,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,29,2018,1,8,Online,0,0,0,79.54,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,39,2019,3,4,Online,0,0,0,118,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,18,2018,5,31,Online,0,0,0,112.8,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,179,2019,5,14,Online,0,0,0,116.33,1,Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,9,13,Online,0,0,0,75.6,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,84,2018,4,27,Online,0,0,0,118.15,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,4,22,Online,0,0,0,121,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,20,Complementary,1,0,2,0,0,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,60,2019,4,2,Online,0,0,0,99,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,4,5,Online,0,0,0,95,1,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,27,2019,2,5,Online,0,0,0,68,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,2,5,Online,0,0,0,91,1,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,1,2018,8,24,Online,0,0,0,99.33,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,51,2019,2,18,Online,0,0,0,95.4,1,Canceled
3,1,0,4,Meal Plan 1,0,Room_Type 7,110,2017,12,9,Offline,0,0,0,139.5,1,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,3,2018,6,12,Online,0,0,0,150.33,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,54,2018,3,5,Online,0,0,0,69.5,1,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 4,125,2019,8,12,Online,0,0,0,193,2,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,64,2018,4,13,Online,0,0,0,94.5,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,52,2018,5,27,Offline,0,0,0,85,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 2,232,2018,8,17,Online,0,0,0,81.82,1,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 1,71,2018,12,6,Offline,0,0,0,105,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,23,2018,8,28,Online,0,0,0,123.8,0,Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,2,2018,2,1,Online,0,0,0,93,2,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,261,2019,8,31,Online,0,0,0,166.5,2,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,278,2019,3,25,Online,0,0,0,90,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,238,2019,3,28,Online,0,0,0,97.75,1,Canceled
1,2,2,3,Meal Plan 1,0,Room_Type 6,10,2018,5,13,Online,0,0,0,215,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,41,2019,4,26,Corporate,0,0,0,110,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,139,2019,6,12,Online,0,0,0,110,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,51,2019,3,9,Online,0,0,0,97.2,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Online,0,0,0,85,0,Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,150,2018,8,30,Online,0,0,0,114.66,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,359,2018,10,14,Offline,0,0,0,78,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
2,0,1,2,Meal Plan 1,1,Room_Type 1,317,2019,8,11,Online,0,0,0,108.9,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,127,2019,4,7,Online,0,0,0,130.5,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,25,2018,4,6,Online,0,0,0,167,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,29,Online,0,0,0,89,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,16,Online,0,0,0,105.9,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,244,2018,8,2,Online,0,0,0,90.95,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,11,2018,10,3,Offline,0,0,0,85,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,40,2019,5,31,Online,0,0,0,132,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,1,14,Offline,0,0,0,60,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 5,104,2019,6,11,Offline,0,0,0,112.5,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,77,2018,6,26,Online,0,0,0,105.3,1,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,30,2018,12,12,Online,0,0,0,108,3,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,18,2019,2,19,Online,0,0,0,80,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,217,2018,5,25,Online,0,0,0,90.1,2,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,23,2018,2,12,Online,0,0,0,79,1,Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 4,295,2019,6,24,Online,0,0,0,111.6,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,7,12,Online,0,0,0,116.27,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2019,2,2,Online,0,0,0,98,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,5,31,Online,0,0,0,106.25,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,174,2019,7,14,Online,0,0,0,89.4,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,56,2018,11,11,Online,0,0,0,74.8,3,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,187,2019,7,31,Offline,0,0,0,85,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,228,2019,5,1,Online,0,0,0,99,1,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Online,0,0,0,94.5,0,Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,9,2018,4,22,Online,0,0,0,149,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,3,17,Online,0,0,0,106.8,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,178,2019,5,19,Online,0,0,0,139.5,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,87,2018,4,9,Online,0,0,0,105.3,0,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,22,2017,9,1,Online,0,0,0,105,2,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,60,2019,4,17,Online,0,0,0,135,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,111,2019,5,3,Online,0,0,0,126,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,3,2,Online,0,0,0,86,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,3,7,Corporate,1,0,1,80,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,91,2018,4,12,Online,0,0,0,90.9,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,70,2019,2,6,Online,0,0,0,74.8,1,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,22,2019,5,13,Online,0,0,0,170,0,Canceled
2,1,2,0,Meal Plan 2,0,Room_Type 1,2,2019,2,26,Online,0,0,0,184,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,100,2018,9,28,Online,0,0,0,100,0,Canceled
2,1,2,0,Not Selected,0,Room_Type 1,91,2018,8,21,Online,0,0,0,107.1,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2018,1,27,Online,0,0,0,89,1,Not_Canceled
2,0,0,5,Not Selected,0,Room_Type 1,128,2018,8,9,Online,0,0,0,103.5,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,42,2018,10,31,Online,0,0,0,118.5,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,240,2019,6,24,Offline,0,0,0,89,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,18,2018,10,10,Offline,0,0,0,85,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,94,2018,12,23,Online,0,0,0,79.2,1,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,78,2018,4,26,Offline,0,0,0,105,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,3,23,Offline,0,0,0,72,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,23,2019,7,5,Offline,0,0,0,115,0,Not_Canceled
1,0,0,4,Not Selected,0,Room_Type 1,1,2018,6,14,Online,0,0,0,121.5,1,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2017,10,18,Online,0,0,0,98.21,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,59,2018,6,20,Online,0,0,0,89.1,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,16,2018,12,22,Online,0,0,0,77.53,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,24,2018,8,15,Complementary,0,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,57,2018,8,10,Online,0,0,0,135.9,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,20,2018,4,9,Online,0,0,0,134,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,5,9,Online,0,0,0,103,1,Not_Canceled
2,2,1,2,Meal Plan 1,0,Room_Type 6,340,2019,8,4,Online,0,0,0,175.5,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Online,0,0,0,90,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,10,3,Offline,0,0,0,95,0,Not_Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 1,50,2018,12,25,Online,0,0,0,111.6,2,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Online,0,0,0,94.5,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 4,270,2019,7,7,Online,0,0,0,154.8,1,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,16,2018,7,16,Online,0,0,0,180.5,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 2,311,2019,5,24,Online,0,0,0,99.45,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,92,2017,7,5,Online,0,0,0,49.74,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,76,2018,3,20,Online,0,0,0,110.15,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,65,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,9,2018,8,16,Online,0,0,0,142,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,56,2019,3,31,Online,0,0,0,93.6,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,12,2018,4,29,Online,0,0,0,122.33,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,138,2019,6,27,Online,0,0,0,117,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,57,2018,2,11,Online,0,0,0,80.3,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,31,2018,9,16,Online,0,0,0,125.1,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,54,2019,1,18,Offline,0,0,0,65,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,203,2019,7,10,Online,0,0,0,107.1,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 2,142,2018,8,21,Online,0,0,0,95.79,1,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,173,2019,5,24,Online,0,0,0,108,2,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,54,2018,11,11,Online,0,0,0,96,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,33,2019,6,6,Online,0,0,0,150,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,21,2018,10,26,Online,0,0,0,110,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 5,99,2019,5,30,Online,0,0,0,205.2,2,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,5,Online,0,0,0,104.72,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121,0,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,186,2018,7,19,Online,0,0,0,90.95,1,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,49,2019,2,17,Online,0,0,0,79.2,0,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,36,2018,12,8,Online,0,0,0,88,0,Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,138,2018,5,7,Online,0,0,0,114.3,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,34,2019,3,26,Online,0,0,0,106.68,0,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,162,2018,3,8,Offline,0,0,0,62,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,10,13,Offline,0,0,0,85,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,3,17,Online,0,0,0,73.95,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,128,2019,5,26,Online,0,0,0,85,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,59,2019,3,23,Online,0,0,0,79.2,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,57,2019,3,23,Online,0,0,0,100.3,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,393,2019,4,22,Online,0,0,0,90,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,97,2017,12,29,Offline,0,0,0,60.5,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,95,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,86,2018,3,23,Online,0,0,0,88.83,1,Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2017,12,26,Offline,0,0,0,58,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,89,2018,7,25,Online,0,0,0,137.7,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,66,2017,7,11,Online,0,0,0,58.9,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,2,3,Corporate,1,0,4,66,0,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,143,2019,4,12,Online,0,0,0,173.25,0,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,110,0,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 1,45,2018,12,8,Offline,0,0,0,98.1,0,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,40,2019,5,15,Corporate,0,0,0,95,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,246,2019,5,27,Online,0,0,0,128,1,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,31,2019,3,20,Online,0,0,0,74.8,1,Not_Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 4,126,2019,7,2,Online,0,0,0,133.6,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,2,Corporate,0,0,0,65,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,266,2019,7,7,Online,0,0,0,107.1,2,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,4,13,Online,0,0,0,143.33,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,10,21,Complementary,0,0,0,0,0,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 1,161,2018,7,15,Offline,0,0,0,96.9,1,Not_Canceled
1,0,2,1,Meal Plan 2,0,Room_Type 1,2,2017,8,15,Online,0,0,0,72.5,0,Canceled
1,0,1,2,Not Selected,0,Room_Type 1,13,2018,5,30,Online,0,0,0,87.78,1,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 1,44,2019,3,15,Offline,0,0,0,110,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,1,2018,3,8,Online,0,0,0,105,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,105,2019,5,19,Online,0,0,0,160,0,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,124,2019,3,25,Online,0,0,0,91.8,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,118,2019,4,29,Online,0,0,0,130.5,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,38,2018,6,20,Online,0,0,0,88.8,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,166,2017,10,12,Online,0,0,0,89.25,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65,0,Not_Canceled
2,1,0,4,Not Selected,0,Room_Type 1,41,2019,6,21,Online,0,0,0,140,2,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90,0,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107,0,Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 1,13,2019,2,12,Online,0,0,0,108.8,3,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,160,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,133,2018,8,15,Online,0,0,0,113.6,0,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,150,2019,5,28,Online,0,0,0,140,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,326,2019,8,26,Online,0,0,0,89.1,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,177,2019,4,21,Online,0,0,0,99,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2019,6,14,Corporate,0,0,0,75,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109,0,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,153,2019,6,21,Corporate,0,0,0,110,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,213,2019,8,18,Online,0,0,0,100.8,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,17,2017,8,27,Online,0,0,0,90,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,20,2019,8,10,Online,0,0,0,180,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,7,26,Offline,0,0,0,72.25,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,80,2018,4,28,Online,0,0,0,95.24,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,50,2019,8,14,Online,0,0,0,160,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,2,Corporate,0,0,0,95,0,Not_Canceled
1,0,0,3,Not Selected,0,Room_Type 1,15,2018,4,12,Online,0,0,0,117.67,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,59,2018,10,19,Online,0,0,0,139.5,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,241,2019,3,9,Online,0,0,0,84.6,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Online,0,0,0,130,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,148,2019,6,8,Online,0,0,0,142.67,2,Not_Canceled
